time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2001-06-13T18:50:35.890Z,33.3413333,-116.34,12.782,2.83,ml,47,35,0.09744,0.24,ci,ci9660597,2016-04-02T08:12:58.588Z,"10km NNE of Borrego Springs, CA",earthquake,0.39,0.65,0.31,173,reviewed,ci,ci
2001-06-13T18:43:28.120Z,33.3448333,-116.345,13.362,2.85,ml,47,32,0.09743,0.23,ci,ci9660589,2016-04-02T01:48:42.408Z,"10km NNE of Borrego Springs, CA",earthquake,0.38,0.63,0.294,91,reviewed,ci,ci
2001-06-12T12:08:23.810Z,33.6875,-116.8163333,14.159,3.07,mc,70,21.8,0.06307,0.24,ci,ci9660205,2022-06-18T03:35:54.874Z,"10km SE of Valle Vista, CA",earthquake,0.26,0.39,0.371,69,reviewed,ci,ci
2001-06-05T09:38:46.080Z,33.6776667,-116.7603333,15.101,3.15,ml,64,24,0.05432,0.22,ci,ci9658681,2022-06-18T03:31:49.600Z,"8km SSW of Idyllwild, CA",earthquake,0.28,0.62,0.322,235,reviewed,ci,ci
2001-05-31T13:10:12.450Z,33.5425,-116.5675,11.259,2.5,mc,50,23,0.03906,0.17,ci,ci11598664,2016-04-01T22:29:09.214Z,"10km E of Anza, CA",earthquake,0.29,0.48,0.405,26,reviewed,ci,ci
2001-05-26T07:29:24.790Z,33.7206667,-116.8716667,2.616,2.5,mc,58,22,0.09259,0.2,ci,ci9655925,2016-04-02T14:34:38.964Z,"4km SSE of Valle Vista, CA",earthquake,0.23,0.44,0.227,36,reviewed,ci,ci
2001-05-13T23:36:46.240Z,33.664,-116.773,12.141,2.56,mc,51,36,0.07102,0.18,ci,ci9652369,2016-04-02T17:42:04.608Z,"10km SSW of Idyllwild, CA",earthquake,0.37,0.57,0.183,25,reviewed,ci,ci
2001-04-20T09:52:12.270Z,33.7045,-116.7761667,15.641,3.4,ml,66,28,,0.23,ci,ci9645945,2022-08-09T07:24:06.829Z,"7km SW of Idyllwild, CA",earthquake,0.25,0.78,0.253,97,reviewed,ci,ci
2001-04-06T03:28:24.280Z,33.3596667,-116.2471667,8.61,2.66,ml,46,42,0.1495,0.23,ci,ci9642521,2016-04-02T14:33:28.712Z,"17km NE of Borrego Springs, CA",earthquake,0.36,2.12,0.359,10,reviewed,ci,ci
2001-04-02T10:19:52.560Z,33.2403333,-116.2553333,8.388,3.47,ml,50,41,0.1384,0.34,ci,ci9641857,2016-04-01T19:12:42.760Z,"11km E of Borrego Springs, CA",earthquake,0.42,2.12,1.023,147,reviewed,ci,ci
2001-03-27T02:45:56.510Z,33.2136667,-116.7401667,4.581,2.52,mc,34,53,0.1732,0.23,ci,ci9640217,2016-04-02T11:22:25.242Z,"4km SE of Lake Henshaw, CA",earthquake,0.43,17.64,0.261,16,reviewed,ci,ci
2001-03-17T12:43:45.750Z,33.3973333,-116.4236667,11.326,2.55,ml,22,70,0.124,0.23,ci,ci9635477,2016-04-01T22:20:34.449Z,"16km NNW of Borrego Springs, CA",earthquake,0.51,1.4,0.401,14,reviewed,ci,ci
2001-03-13T18:39:14.700Z,33.4131667,-116.3863333,11.362,2.84,ml,47,36,0.1148,0.29,ci,ci9634877,2016-04-02T17:38:00.662Z,"18km N of Borrego Springs, CA",earthquake,0.43,1.02,0.29,96,reviewed,ci,ci
2001-03-05T19:00:34.970Z,33.3748333,-116.3093333,12.869,3.13,ml,34,57,0.1395,0.3,ci,ci9633361,2016-04-02T01:38:21.937Z,"15km NNE of Borrego Springs, CA",earthquake,0.49,0.99,0.274,103,reviewed,ci,ci
2001-02-20T10:36:47.850Z,33.7085,-116.7756667,15.161,3.06,ml,59,29,0.05345,0.23,ci,ci9630517,2016-04-02T01:39:11.260Z,"6km WSW of Idyllwild, CA",earthquake,0.39,0.82,0.285,35,reviewed,ci,ci
2001-02-18T06:09:32.160Z,33.6746667,-116.8088333,15.549,3.29,ml,38,36,0.05515,0.22,ci,ci9630113,2022-06-18T01:15:12.017Z,"11km SW of Idyllwild, CA",earthquake,0.42,0.82,0.308,44,reviewed,ci,ci
2001-01-15T19:40:21.580Z,33.689,-116.728,17.901,2.62,ml,0,24.8,0.02841,0.198,ci,ci9613569,2016-04-02T01:34:37.060Z,"6km S of Idyllwild, CA",earthquake,,0.142,,54,reviewed,ci,ci
2001-01-02T17:37:13.920Z,33.301,-116.204,0.67,2.86,ml,0,31.3,0.1539,0.203,ci,ci9172415,2016-02-17T00:21:50.266Z,"17km ENE of Borrego Springs, California",earthquake,,0.231,,73,reviewed,ci,ci
2000-11-23T00:45:23.180Z,33.495,-116.84,10.309,2.83,ml,0,36.2,0.1109,0.227,ci,ci9169180,2016-02-17T05:07:18.087Z,"6km NNE of Aguanga, California",earthquake,,0.155,,146,reviewed,ci,ci
2000-10-29T17:37:44.960Z,33.5,-116.506,12.419,2.61,ml,0,72.8,0.08056,0.265,ci,ci3327615,2016-02-16T12:01:16.029Z,"17km ESE of Anza, California",earthquake,,0.357,0.2,44,reviewed,ci,ci
2000-10-29T17:37:30.340Z,33.4881667,-116.5093333,13.228,2.61,ml,45,57,0.07788,0.21,ci,ci7206641,2016-04-01T22:11:03.783Z,"17km ESE of Anza, CA",earthquake,0.35,0.41,0.205,29,reviewed,ci,ci
2000-10-12T15:30:52.900Z,33.3851667,-116.96,12.99,2.56,ml,47,47,0.08733,0.24,ci,ci9165744,2016-04-02T11:08:49.603Z,"10km WNW of Palomar Observatory, CA",earthquake,0.25,0.53,0.277,58,reviewed,ci,ci
2000-09-29T09:57:31.850Z,33.2978333,-116.2338333,12.068,3.32,ml,45,41,,0.25,ci,ci9164642,2016-04-02T07:50:11.207Z,"14km ENE of Borrego Springs, CA",earthquake,0.28,0.82,0.22,72,reviewed,ci,ci
2000-08-29T05:05:39.730Z,33.263,-116.228,10.378,2.51,ml,0,33.2,,0.204,ci,ci9161625,2016-02-16T04:55:11.574Z,"14km E of Borrego Springs, California",earthquake,,0.995,,93,reviewed,ci,ci
2000-08-19T01:01:43.360Z,33.3016667,-116.314,12.845,3.59,ml,56,29,,0.24,ci,ci9160677,2016-04-02T11:08:36.380Z,"8km NE of Borrego Springs, CA",earthquake,0.27,0.43,0.267,81,reviewed,ci,ci
2000-06-03T11:32:23.170Z,33.2943333,-116.766,7.649,2.69,ml,38,44,,0.28,ci,ci9152839,2016-04-01T22:15:45.864Z,"6km N of Lake Henshaw, CA",earthquake,0.36,2.31,0.237,61,reviewed,ci,ci
2000-02-24T21:04:50.380Z,33.2531667,-116.3123333,13.994,2.72,ml,33,37,,0.27,ci,ci9140469,2016-04-02T17:30:04.961Z,"6km E of Borrego Springs, CA",earthquake,0.31,0.52,0.325,39,reviewed,ci,ci
2000-02-18T15:06:45.230Z,33.3356667,-116.389,4.586,2.64,ml,40,37,,0.27,ci,ci9139666,2016-04-02T01:30:40.349Z,"9km N of Borrego Springs, CA",earthquake,0.29,25.77,0.324,35,reviewed,ci,ci
2000-02-13T00:20:17.880Z,33.2383333,-116.288,10.118,2.5,ml,21,45,,0.23,ci,ci9138984,2016-04-02T01:31:35.411Z,"8km ESE of Borrego Springs, CA",earthquake,0.33,3.07,0.287,26,reviewed,ci,ci
2000-01-27T09:48:22.370Z,33.704,-116.768,14.086,2.93,ml,0,34.7,,0.174,ci,ci9136524,2016-02-16T04:37:05.489Z,"6km SW of Idyllwild, California",earthquake,,0.27,,7,reviewed,ci,ci
2000-01-27T09:21:54.900Z,33.7,-116.769,15.456,2.79,ml,0,24.2,,0.185,ci,ci9136518,2016-02-15T23:52:47.146Z,"6km SW of Idyllwild, California",earthquake,,0.662,,102,reviewed,ci,ci
2000-01-26T16:53:23.870Z,33.34,-116.802,9.469,2.68,ml,0,45.9,,0.202,ci,ci9136401,2016-02-16T23:54:17.863Z,"6km ESE of Palomar Observatory, California",earthquake,,2.909,,59,reviewed,ci,ci
